project_id,state,district,project_type,land_area_hectares,affected_families,days_since_notification,compensation_disbursed_pct,legal_disputes_count,legal_dispute_stage,rr_progress_pct,approvals_pending,dept_response_days_avg,possession_status,documentation_completeness_pct,historical_delay_rate_region,delayed
c2b35892,West Bengal,Howrah,Urban Development,15.78,82,1060,47.5,1,Resolved,66.4,2,12.7,Partial,36.7,42.1,1
56116789,Tamil Nadu,Chennai,Railway,16.66,74,808,64.1,1,Filed,37.8,2,28.9,Full,19.6,47.0,0
5ae0da18,Uttar Pradesh,Varanasi,Irrigation,42.4,166,68,59.2,1,Stay Order,45.5,2,22.2,Not Started,46.3,47.7,1
539e98da,Madhya Pradesh,Gwalior,Power Transmission,5.56,309,191,87.7,0,None,19.2,3,34.8,Not Started,19.4,58.2,1
4c9154da,Madhya Pradesh,Indore,Railway,25.07,25,625,22.5,1,Under Hearing,75.1,3,31.2,Partial,63.5,43.9,1
60defbfe,West Bengal,Kolkata,Irrigation,4.26,26,608,35.6,0,None,81.0,6,66.3,Not Started,96.6,17.6,0
36a2fb0b,Maharashtra,Aurangabad,Irrigation,11.99,9,833,27.8,2,Under Hearing,19.3,2,7.6,Not Started,83.1,24.8,1
0fc073ca,Madhya Pradesh,Indore,Industrial Corridor,16.6,7,1123,29.6,0,None,34.8,5,9.3,Partial,25.7,23.0,1
63e2a982,Bihar,Patna,Highway,26.99,74,1367,26.9,1,Resolved,77.1,2,3.2,Partial,72.1,56.4,1
e32e388d,Maharashtra,Nagpur,Railway,17.89,43,442,53.3,0,None,36.7,3,17.7,Partial,65.5,36.7,1
05a23a5c,Karnataka,Bengaluru,Power Transmission,21.2,213,798,16.7,0,None,46.7,2,20.0,Partial,54.0,25.1,0
52614eab,Bihar,Gaya,Railway,67.09,174,1096,50.0,0,None,54.6,3,9.7,Not Started,53.0,23.0,0
0c21d276,Odisha,Bhubaneswar,Highway,8.02,43,558,73.1,1,Resolved,66.8,4,39.7,Not Started,95.8,38.5,1
8d718e70,Maharashtra,Nashik,Industrial Corridor,13.52,175,125,60.9,3,Under Hearing,46.6,1,58.9,Partial,75.2,14.1,1
c76232a4,Uttar Pradesh,Varanasi,Urban Development,21.1,40,79,81.3,1,Stay Order,34.3,4,36.1,Partial,97.7,33.1,1
196b42f8,West Bengal,Durgapur,Industrial Corridor,10.53,270,987,91.1,1,Under Hearing,38.8,1,19.8,Full,22.1,56.0,1
5b7e7414,Odisha,Rourkela,Industrial Corridor,37.02,15,1405,25.0,1,Resolved,42.0,2,8.0,Not Started,67.1,44.9,1
7b892f99,West Bengal,Siliguri,Highway,3.03,114,995,25.8,1,Stay Order,15.0,2,24.0,Not Started,76.3,48.5,1
78e55096,West Bengal,Durgapur,Irrigation,13.19,58,1069,60.8,0,None,82.7,4,34.4,Not Started,92.3,37.7,0
d5b347c1,Karnataka,Bengaluru,Irrigation,21.53,5,241,83.7,0,None,28.1,3,25.1,Partial,82.0,44.2,0
f365c4de,Maharashtra,Aurangabad,Railway,2.64,33,133,86.1,1,Resolved,27.8,5,23.3,Partial,78.5,22.1,0
1e1ad178,Uttar Pradesh,Kanpur,Urban Development,0.26,108,844,79.9,2,Stay Order,18.5,3,14.7,Not Started,76.4,17.9,1
4726702c,Madhya Pradesh,Gwalior,Highway,5.87,63,726,29.0,1,Filed,54.6,2,33.8,Partial,78.4,25.7,0
4c313ae1,Bihar,Patna,Power Transmission,10.48,166,261,43.9,1,Stay Order,63.6,4,63.6,Partial,59.7,39.1,1
4c387eec,Karnataka,Belagavi,Railway,38.37,3,1188,83.6,0,None,41.9,2,19.7,Full,51.6,53.0,0
d6c4a2d5,Madhya Pradesh,Jabalpur,Urban Development,26.82,96,242,74.5,1,Filed,9.1,3,66.9,Not Started,30.1,44.8,1
cacb3304,Karnataka,Belagavi,Urban Development,1.2,7,1438,38.2,3,Filed,50.9,1,9.7,Partial,85.8,13.7,1
cbf9e671,Odisha,Cuttack,Urban Development,33.58,46,968,49.3,1,Resolved,25.8,0,37.9,Not Started,89.2,45.6,0
7144e3d3,Gujarat,Rajkot,Highway,4.13,189,948,46.4,1,Under Hearing,74.1,4,30.3,Partial,57.7,40.8,1
8e72e8ea,Rajasthan,Jodhpur,Irrigation,18.22,31,1498,74.6,0,None,23.8,5,31.4,Full,60.6,40.3,0
253793f3,Uttar Pradesh,Varanasi,Industrial Corridor,18.05,74,717,59.3,0,None,34.7,2,49.2,Partial,87.8,21.0,1
8cef1378,Uttar Pradesh,Lucknow,Power Transmission,6.53,114,472,36.3,0,None,43.6,5,36.1,Partial,70.3,12.7,0
e2d1f5e4,Rajasthan,Kota,Irrigation,5.73,33,323,73.6,2,Under Hearing,32.0,5,32.2,Not Started,46.1,30.5,1
cb1ad2ad,Karnataka,Belagavi,Irrigation,13.05,17,62,33.6,0,None,47.6,2,40.5,Full,57.4,28.3,0
1b59b1af,Odisha,Rourkela,Irrigation,8.53,9,929,74.3,1,Filed,63.2,2,50.7,Full,74.5,34.3,0
9fd5c002,Maharashtra,Nashik,Industrial Corridor,1.4,26,881,69.0,0,None,40.3,5,84.3,Partial,43.2,35.8,1
aaa57cdf,Odisha,Cuttack,Power Transmission,4.2,14,1171,78.0,0,None,34.7,4,30.1,Not Started,62.5,9.8,1
694cb3a5,Maharashtra,Nagpur,Highway,8.5,26,288,78.1,0,None,18.1,3,11.6,Full,23.2,38.2,0
c97b7e6f,West Bengal,Siliguri,Industrial Corridor,22.44,48,869,34.4,0,None,88.6,1,4.0,Partial,40.7,22.7,0
1f970fdf,Karnataka,Mysuru,Railway,10.69,56,938,39.5,3,Under Hearing,8.9,2,11.9,Not Started,63.0,24.3,1
6d225697,Maharashtra,Pune,Power Transmission,9.13,196,1317,53.0,0,None,65.8,3,51.0,Full,70.5,22.7,0
290fbdf8,Madhya Pradesh,Indore,Industrial Corridor,3.83,83,1332,33.7,0,None,27.0,2,20.2,Not Started,48.6,17.2,1
d21cc9bf,Gujarat,Ahmedabad,Industrial Corridor,16.93,82,1458,94.8,1,Resolved,93.0,2,6.9,Full,38.1,25.1,0
acdb0ed1,Tamil Nadu,Coimbatore,Irrigation,9.74,197,1485,19.2,1,Under Hearing,63.6,4,18.9,Not Started,30.2,55.6,1
19ae3ba9,Odisha,Cuttack,Power Transmission,23.39,332,563,39.7,0,None,8.5,3,10.8,Not Started,27.9,55.3,1
3820a878,Odisha,Cuttack,Urban Development,25.44,85,1270,84.0,0,None,53.2,2,17.1,Full,41.6,21.5,1
8e003eb3,Rajasthan,Udaipur,Industrial Corridor,122.55,66,662,72.3,2,Under Hearing,59.5,3,16.1,Full,84.7,16.5,0
6fe16c1b,Maharashtra,Thane,Urban Development,35.0,110,436,55.7,0,None,81.3,3,12.2,Full,41.4,23.3,0
d0ecbdb8,Bihar,Gaya,Irrigation,22.69,62,891,86.7,1,Filed,50.7,0,48.7,Partial,59.7,54.9,1
2f234534,Bihar,Bhagalpur,Railway,10.21,4,623,44.1,0,None,38.1,5,17.5,Partial,22.1,24.7,1
cc381ab3,Madhya Pradesh,Indore,Railway,14.04,16,1353,84.9,1,Filed,53.2,1,8.5,Partial,19.3,24.0,0
26f745bf,Bihar,Muzaffarpur,Highway,38.77,206,1162,82.2,1,Resolved,44.3,2,63.9,Full,64.2,41.2,1
dc0a9fec,Maharashtra,Thane,Railway,2.74,161,1472,42.8,1,Under Hearing,68.7,1,58.6,Partial,79.5,29.9,0
9a9c8df5,Maharashtra,Thane,Railway,20.49,103,1261,86.5,0,None,70.7,3,81.3,Not Started,63.6,28.6,0
46a334b4,Uttar Pradesh,Meerut,Industrial Corridor,4.87,63,1471,48.8,2,Filed,51.0,2,49.6,Full,63.2,41.9,1
3042392e,Karnataka,Hubballi,Highway,8.82,45,589,62.5,0,None,52.3,3,9.9,Not Started,8.6,53.1,1
78172ee0,Gujarat,Surat,Railway,58.45,148,436,79.4,1,Filed,70.0,5,23.0,Full,88.4,28.9,1
5e042cb3,Rajasthan,Udaipur,Irrigation,2.13,24,1001,56.9,2,Resolved,46.0,5,15.8,Full,89.1,23.5,1
ddcc09cc,Karnataka,Belagavi,Industrial Corridor,11.37,7,1269,46.7,1,Resolved,29.8,5,29.9,Not Started,24.3,44.8,1
ae8c0765,West Bengal,Howrah,Power Transmission,148.73,18,1453,76.0,0,None,8.0,4,25.7,Full,74.1,24.6,1
5e1556cf,Rajasthan,Udaipur,Irrigation,1.81,160,48,7.8,0,None,54.3,3,32.1,Not Started,58.1,41.5,1
def220dd,Karnataka,Belagavi,Urban Development,21.61,52,843,73.5,1,Resolved,21.7,0,32.3,Partial,70.4,50.4,1
da92e6d2,Bihar,Patna,Railway,10.51,94,124,13.8,1,Stay Order,53.8,4,12.7,Not Started,78.5,55.0,1
8442c302,Karnataka,Mysuru,Industrial Corridor,17.28,230,1455,56.6,1,Stay Order,26.6,2,3.6,Partial,52.3,40.5,1
54b9c078,Tamil Nadu,Madurai,Railway,3.52,74,1070,60.7,1,Under Hearing,65.5,4,21.3,Partial,71.5,53.2,0
97ebfe8b,Uttar Pradesh,Kanpur,Irrigation,17.28,189,260,90.9,1,Stay Order,87.8,4,18.0,Not Started,97.9,7.1,1
597128f6,Rajasthan,Kota,Urban Development,22.58,91,34,51.6,0,None,37.9,3,44.4,Partial,69.0,52.8,0
09e3f5ec,Rajasthan,Kota,Railway,11.4,375,490,90.8,1,Stay Order,80.7,4,13.7,Not Started,52.4,11.5,1
0606fa43,Karnataka,Hubballi,Industrial Corridor,11.18,148,1209,80.5,0,None,17.3,1,31.4,Full,73.9,36.4,0
fd8e30d2,Odisha,Bhubaneswar,Irrigation,34.95,43,423,64.9,3,Resolved,26.6,2,46.3,Partial,69.2,43.8,1
c4d8b210,West Bengal,Howrah,Railway,5.72,16,1297,91.8,1,Under Hearing,81.2,2,18.4,Partial,47.9,18.2,1
c70b8d92,Madhya Pradesh,Bhopal,Urban Development,48.15,53,1394,30.1,0,None,51.3,1,63.3,Partial,48.7,36.8,1
cbb55baf,Uttar Pradesh,Lucknow,Highway,5.81,23,443,67.5,0,None,13.8,7,15.7,Partial,20.7,21.7,1
dcc498b0,Rajasthan,Udaipur,Highway,33.51,162,528,57.7,3,Filed,49.3,2,18.0,Partial,35.4,51.9,1
1f353a61,Gujarat,Rajkot,Industrial Corridor,4.52,640,443,86.0,0,None,39.7,3,29.9,Full,63.1,33.9,1
9125d642,Karnataka,Mysuru,Industrial Corridor,7.54,26,1408,6.8,1,Under Hearing,45.0,2,26.1,Not Started,37.4,43.9,1
35483c43,Uttar Pradesh,Kanpur,Urban Development,69.22,265,379,48.4,1,Stay Order,11.3,5,38.6,Partial,61.2,5.0,1
d94d9f15,Gujarat,Ahmedabad,Urban Development,0.89,70,1111,52.1,0,None,57.5,3,24.6,Full,28.2,30.7,1
f2890aba,Karnataka,Bengaluru,Industrial Corridor,14.67,54,588,41.5,0,None,31.3,2,13.2,Full,54.4,37.9,0
181d4da0,Karnataka,Bengaluru,Industrial Corridor,2.44,12,812,9.1,1,Resolved,52.7,1,3.1,Partial,26.7,35.1,1
4e600501,Karnataka,Bengaluru,Urban Development,8.54,148,150,68.5,1,Filed,73.7,3,14.1,Partial,32.9,20.0,0
8c7c63c4,Tamil Nadu,Madurai,Power Transmission,6.3,47,634,76.9,1,Filed,22.7,7,11.6,Not Started,29.7,33.9,1
d7cf3be7,Madhya Pradesh,Jabalpur,Industrial Corridor,7.5,4,633,15.6,0,None,13.5,2,29.8,Full,19.4,37.8,0
fa630148,Karnataka,Hubballi,Highway,4.23,101,701,4.9,1,Resolved,44.0,1,32.6,Full,96.9,35.3,0
08905f8a,Tamil Nadu,Coimbatore,Power Transmission,25.76,56,85,56.0,0,None,41.4,6,33.6,Partial,61.2,33.6,1
3a28fa7b,Rajasthan,Jodhpur,Irrigation,11.03,139,401,16.3,0,None,76.7,1,55.3,Partial,83.7,39.7,1
ef440315,Tamil Nadu,Madurai,Irrigation,14.34,165,1318,79.9,1,Under Hearing,45.3,3,16.4,Not Started,76.6,22.8,1
f7d05b3b,Odisha,Rourkela,Highway,5.35,12,168,51.0,2,Under Hearing,52.1,4,23.8,Partial,64.5,40.8,1
80cc3c77,Gujarat,Surat,Urban Development,12.47,56,353,51.7,0,None,29.4,4,20.3,Full,66.7,42.1,0
9d1521ef,Madhya Pradesh,Jabalpur,Highway,20.02,35,1436,77.8,2,Filed,55.7,4,46.2,Not Started,46.5,32.1,1
12e5c1e4,West Bengal,Kolkata,Irrigation,4.37,37,900,30.4,1,Stay Order,11.6,0,2.7,Partial,31.1,40.1,1
5a7fb566,Gujarat,Rajkot,Power Transmission,3.73,15,939,12.2,1,Filed,76.9,3,30.6,Full,86.3,64.5,0
71b9ca1e,Bihar,Bhagalpur,Irrigation,10.89,44,1437,44.0,0,None,85.0,3,39.3,Not Started,65.2,57.8,0
9c3cc7b1,Tamil Nadu,Coimbatore,Power Transmission,3.28,185,1424,35.3,0,None,70.1,4,23.0,Partial,32.3,39.3,0
1e4ae00d,Rajasthan,Kota,Irrigation,7.58,53,282,56.7,1,Under Hearing,40.2,0,16.3,Partial,49.0,52.8,0
431f858a,West Bengal,Howrah,Urban Development,3.28,203,408,51.5,0,None,58.7,2,27.2,Full,57.7,10.8,1
dad41d48,Maharashtra,Nagpur,Power Transmission,33.93,131,1476,71.4,1,Under Hearing,73.7,5,62.0,Not Started,72.7,41.7,1
6501c0bb,Odisha,Bhubaneswar,Highway,4.22,1,541,86.1,1,Stay Order,75.9,3,50.2,Partial,63.6,37.0,1
df010f27,Bihar,Patna,Power Transmission,7.95,44,628,77.1,1,Resolved,57.3,2,19.3,Partial,83.4,27.8,1
62f46184,Odisha,Bhubaneswar,Railway,3.15,341,94,37.2,0,None,44.8,1,13.7,Not Started,86.3,25.4,0
d2d0864c,Maharashtra,Pune,Industrial Corridor,81.38,122,777,53.8,1,Under Hearing,29.4,4,22.4,Partial,19.7,53.1,1
2551d49e,West Bengal,Siliguri,Power Transmission,2.13,79,449,15.6,0,None,70.4,3,12.5,Not Started,36.3,60.8,0
b20ebd64,Karnataka,Hubballi,Urban Development,88.55,55,1163,67.8,0,None,53.7,1,44.5,Full,74.8,19.8,0
857d0f77,Bihar,Muzaffarpur,Irrigation,7.88,65,1211,86.9,1,Under Hearing,21.0,3,13.8,Partial,90.0,26.8,1
ed38ca88,Tamil Nadu,Madurai,Highway,1.86,7,1377,83.0,0,None,56.6,4,72.4,Full,27.1,38.5,0
b64182de,Tamil Nadu,Chennai,Power Transmission,8.47,37,1488,53.9,0,None,26.0,2,34.0,Full,62.7,38.2,0
c63b7030,Uttar Pradesh,Kanpur,Irrigation,9.67,308,533,66.8,1,Resolved,40.2,4,5.6,Partial,41.3,18.9,0
8f060efc,West Bengal,Durgapur,Urban Development,44.36,61,638,88.9,0,None,39.3,1,49.6,Full,47.0,48.2,0
e42ff3a7,Maharashtra,Thane,Irrigation,20.93,990,843,92.9,0,None,35.9,2,16.2,Full,56.3,14.6,1
d90ca1b6,Maharashtra,Thane,Irrigation,15.44,7,284,33.8,0,None,78.3,6,10.8,Partial,21.7,18.1,0
af004cac,Bihar,Muzaffarpur,Urban Development,7.62,37,600,81.0,1,Resolved,42.8,4,28.8,Partial,77.6,36.7,0
d8232c21,Karnataka,Hubballi,Railway,1.88,340,785,36.7,1,Resolved,83.0,5,37.6,Partial,74.3,41.8,1
04cbc2c3,Maharashtra,Nagpur,Irrigation,17.23,237,875,23.2,2,Resolved,37.8,2,16.8,Partial,40.2,6.5,0
e0efd529,Bihar,Bhagalpur,Urban Development,6.68,44,1374,85.0,0,None,82.8,1,54.3,Not Started,61.0,40.1,0
86428580,Gujarat,Vadodara,Highway,13.51,687,1456,40.9,1,Under Hearing,35.3,1,20.5,Not Started,39.7,31.9,1
fffc5209,West Bengal,Howrah,Railway,3.59,141,533,36.8,0,None,15.5,1,9.4,Full,44.1,27.1,0
1f56aac4,Gujarat,Ahmedabad,Power Transmission,42.62,62,263,55.7,2,Under Hearing,40.3,1,60.3,Not Started,56.5,27.7,1
cf7aff1e,Bihar,Muzaffarpur,Industrial Corridor,2.86,238,328,53.3,1,Resolved,19.5,3,31.8,Partial,56.6,25.6,0
f7828e47,Madhya Pradesh,Jabalpur,Power Transmission,20.75,9,1447,9.7,0,None,25.2,4,15.4,Not Started,77.9,22.8,1
e6b1638f,Gujarat,Ahmedabad,Power Transmission,20.32,41,53,9.4,1,Stay Order,42.2,3,27.5,Partial,78.5,30.4,1
2b527d42,Odisha,Rourkela,Highway,39.93,17,903,55.5,3,Filed,62.0,0,23.5,Partial,71.1,21.6,0
8e47b6b9,Uttar Pradesh,Lucknow,Irrigation,3.02,6,920,72.3,0,None,58.4,1,80.9,Full,69.0,5.0,0
9fc0d6ec,Madhya Pradesh,Bhopal,Urban Development,22.09,230,250,89.3,0,None,49.5,5,53.7,Partial,62.8,34.9,1
2761262d,Bihar,Bhagalpur,Irrigation,42.86,19,1077,45.6,0,None,37.4,2,74.1,Full,85.1,52.6,1
8854bedb,Karnataka,Hubballi,Industrial Corridor,5.29,109,1049,58.5,1,Under Hearing,22.7,2,13.0,Full,39.2,10.7,0
6ed4ef08,Madhya Pradesh,Bhopal,Urban Development,49.07,38,96,60.0,0,None,19.0,3,41.5,Partial,87.2,26.5,1
025e74b2,West Bengal,Howrah,Urban Development,15.78,584,44,63.5,1,Under Hearing,66.3,4,11.8,Full,72.8,17.1,1
7c6395b5,Karnataka,Belagavi,Railway,4.45,507,855,53.1,1,Under Hearing,63.7,2,19.6,Partial,76.1,34.5,0
f3330bea,Madhya Pradesh,Jabalpur,Railway,49.6,161,482,65.5,1,Under Hearing,64.7,1,45.9,Full,28.6,26.8,0
fc200702,Rajasthan,Udaipur,Urban Development,20.09,18,47,36.2,1,Filed,76.8,3,36.6,Partial,49.7,27.0,1
70d7cc7a,Maharashtra,Thane,Urban Development,10.69,37,444,51.7,0,None,7.2,1,51.2,Partial,72.1,58.9,1
0cbbbbc6,Uttar Pradesh,Varanasi,Power Transmission,35.29,286,1168,24.2,1,Under Hearing,43.1,1,4.6,Not Started,84.0,53.5,1
218b9c52,Uttar Pradesh,Varanasi,Highway,9.11,49,1107,9.9,0,None,50.5,0,40.2,Partial,52.0,37.8,1
9524d334,Bihar,Patna,Power Transmission,9.2,150,507,62.3,1,Stay Order,44.5,1,65.6,Full,62.5,28.3,1
95db2925,Maharashtra,Aurangabad,Urban Development,15.62,59,610,93.8,1,Filed,48.1,4,53.0,Partial,52.9,21.2,0
f03efe4c,West Bengal,Kolkata,Power Transmission,6.67,51,481,40.2,0,None,69.4,0,12.5,Not Started,20.1,47.2,0
75002d62,Maharashtra,Thane,Industrial Corridor,20.74,53,202,69.0,1,Filed,78.9,5,4.9,Full,23.2,16.7,0
fe96e2d3,Odisha,Bhubaneswar,Irrigation,6.48,40,437,58.6,0,None,63.6,3,42.4,Partial,59.3,35.1,0
8ff3dad2,Odisha,Cuttack,Industrial Corridor,16.76,23,211,65.0,0,None,34.1,2,5.0,Partial,63.8,26.7,0
c76a7069,Bihar,Bhagalpur,Urban Development,3.02,12,425,57.5,1,Resolved,76.2,3,30.1,Full,86.4,47.7,0
d2620b92,Tamil Nadu,Chennai,Highway,13.0,28,1258,69.0,0,None,51.9,2,18.0,Partial,58.4,17.6,0
7ab9c36a,Tamil Nadu,Madurai,Irrigation,3.25,14,1254,69.5,0,None,31.4,0,22.9,Partial,71.6,34.6,1
2161db12,Odisha,Rourkela,Railway,2.13,52,1493,57.3,0,None,54.2,1,40.6,Partial,55.9,48.6,1
a267c1d0,Maharashtra,Nagpur,Railway,5.79,198,474,63.7,0,None,31.7,2,39.6,Partial,70.0,49.5,1
073cf226,Odisha,Rourkela,Power Transmission,6.32,136,975,1.5,0,None,21.0,0,10.3,Not Started,88.0,21.5,1
fbf17f03,West Bengal,Howrah,Power Transmission,55.95,808,1328,64.0,1,Resolved,47.5,2,102.8,Full,52.3,46.4,1
1a577812,Uttar Pradesh,Varanasi,Irrigation,2.92,12,550,37.0,1,Resolved,64.4,5,6.4,Partial,36.0,38.8,1
5c649b3d,Gujarat,Rajkot,Power Transmission,6.84,62,1104,81.5,0,None,56.4,2,29.1,Full,62.8,32.7,0
61f52b3c,Karnataka,Belagavi,Railway,65.6,27,477,28.2,1,Filed,48.8,0,8.5,Full,92.6,25.8,1
776adcc0,Madhya Pradesh,Indore,Urban Development,16.67,98,808,61.5,1,Stay Order,39.3,3,78.5,Partial,12.8,17.2,1
20c16a95,Gujarat,Vadodara,Railway,8.26,10,1221,54.0,0,None,14.3,3,25.6,Full,44.8,36.5,0
605c3a97,Rajasthan,Udaipur,Highway,40.91,29,142,79.8,1,Under Hearing,30.6,2,24.8,Partial,44.4,45.4,0
b0e9db08,Tamil Nadu,Salem,Power Transmission,19.64,85,965,62.0,0,None,50.8,3,25.4,Not Started,74.3,43.5,0
987b38f6,West Bengal,Howrah,Urban Development,6.26,190,514,43.5,0,None,40.2,1,15.8,Partial,23.1,25.5,0
8d40f509,Karnataka,Bengaluru,Power Transmission,25.57,20,946,58.8,0,None,45.9,0,31.2,Not Started,86.3,45.7,0
b7e54a2b,Gujarat,Vadodara,Industrial Corridor,29.82,118,1376,57.8,2,Filed,32.5,0,36.3,Full,54.8,49.2,1
495cf9d1,Karnataka,Mysuru,Irrigation,30.7,15,1237,90.8,1,Filed,49.5,2,32.4,Partial,50.8,50.6,1
d93eeea5,Odisha,Cuttack,Highway,44.94,90,366,48.4,1,Stay Order,45.5,4,18.0,Partial,76.6,47.3,1
d363d943,West Bengal,Kolkata,Urban Development,11.14,30,922,38.0,0,None,55.3,1,57.5,Partial,85.1,51.1,1
e06aeef1,Odisha,Bhubaneswar,Railway,23.25,35,575,5.7,4,Under Hearing,23.8,2,30.9,Full,67.1,36.8,1
5c4ab56a,Maharashtra,Thane,Railway,3.76,109,1225,53.5,0,None,31.0,4,51.9,Not Started,38.0,56.0,1
fd8a85e0,Odisha,Bhubaneswar,Power Transmission,11.37,62,257,87.5,0,None,48.3,6,8.2,Partial,51.4,40.9,0
2572cdc2,Karnataka,Mysuru,Highway,27.71,54,1037,46.6,0,None,61.2,3,16.5,Full,90.9,44.9,1
2078d2cd,Uttar Pradesh,Varanasi,Industrial Corridor,4.07,41,772,44.6,0,None,15.2,1,94.9,Full,24.3,29.1,1
3d716ba7,Bihar,Gaya,Railway,8.7,168,817,86.5,0,None,26.1,2,27.0,Full,43.9,5.0,1
faacf475,Rajasthan,Kota,Industrial Corridor,139.1,123,1040,54.9,2,Under Hearing,35.3,1,35.6,Partial,48.3,9.3,1
f157ddea,Rajasthan,Kota,Power Transmission,18.09,81,634,28.5,1,Filed,42.0,2,16.8,Not Started,86.4,37.5,0
6f1dbc8d,West Bengal,Kolkata,Power Transmission,11.35,13,763,21.0,0,None,58.3,3,31.5,Full,27.5,8.1,0
fd3feb04,Gujarat,Ahmedabad,Power Transmission,11.36,358,228,48.4,1,Resolved,64.4,5,2.5,Not Started,59.8,13.5,0
41f600cb,Gujarat,Ahmedabad,Railway,4.55,101,52,35.5,0,None,57.8,1,36.0,Not Started,53.3,26.1,1
6e69ba1d,Gujarat,Rajkot,Power Transmission,19.63,172,1339,18.3,0,None,75.0,3,29.0,Full,61.8,54.0,0
7db5eea0,Karnataka,Bengaluru,Irrigation,4.03,57,881,84.1,1,Under Hearing,38.0,3,26.5,Full,22.6,35.1,0
622f1fc9,Odisha,Bhubaneswar,Irrigation,4.17,85,1170,35.9,0,None,21.6,4,31.1,Not Started,31.4,43.2,1
bb538dc3,Bihar,Muzaffarpur,Irrigation,4.16,18,1049,23.4,0,None,16.6,2,58.9,Not Started,67.0,27.5,1
ce5a1340,Tamil Nadu,Salem,Highway,11.87,91,243,85.7,1,Filed,29.5,1,28.8,Full,70.8,45.8,0
d3f8a52e,Uttar Pradesh,Agra,Urban Development,28.63,74,623,69.4,2,Resolved,43.8,3,38.8,Not Started,91.1,35.3,1
fda75462,Maharashtra,Nashik,Irrigation,7.7,13,1368,73.5,0,None,57.0,1,5.9,Partial,76.5,55.1,0
589245b3,Tamil Nadu,Madurai,Urban Development,28.97,63,1035,32.7,1,Filed,72.5,1,18.0,Full,40.8,62.2,1
72e24311,Bihar,Patna,Industrial Corridor,39.81,34,671,26.1,0,None,72.7,3,68.6,Full,88.1,10.3,1
982e4b26,Odisha,Cuttack,Urban Development,5.71,53,378,43.3,1,Resolved,61.8,0,73.2,Partial,41.5,73.2,0
25e4df5c,Bihar,Patna,Power Transmission,4.0,10,1297,67.0,0,None,61.9,1,74.4,Partial,60.9,54.7,0
43927392,Gujarat,Surat,Highway,10.26,230,321,26.8,0,None,50.4,2,18.3,Partial,17.3,44.5,0
32797957,Bihar,Gaya,Power Transmission,6.79,135,53,72.4,2,Under Hearing,67.1,0,7.4,Not Started,39.9,44.1,0
8f49125b,Tamil Nadu,Coimbatore,Urban Development,42.39,20,389,62.6,2,Stay Order,24.2,1,2.4,Not Started,87.8,17.6,1
8798d009,Uttar Pradesh,Meerut,Industrial Corridor,8.13,78,95,20.1,1,Resolved,27.1,5,61.1,Full,42.9,36.6,1
3be5cca5,Maharashtra,Nagpur,Power Transmission,5.55,91,383,84.2,0,None,45.2,4,63.8,Partial,76.6,39.1,0
42999822,Uttar Pradesh,Kanpur,Railway,13.94,246,394,72.4,0,None,69.3,4,56.2,Not Started,60.3,16.3,1
d26ae9da,Odisha,Bhubaneswar,Industrial Corridor,2.99,10,966,82.0,0,None,67.6,1,52.3,Not Started,54.4,39.4,0
314be6a8,Tamil Nadu,Madurai,Highway,2.14,57,1150,55.1,3,Resolved,53.3,1,4.1,Not Started,87.0,41.3,1
ed81078b,Odisha,Bhubaneswar,Railway,5.01,80,407,61.7,0,None,83.2,4,31.4,Not Started,88.1,38.7,0
504930da,Uttar Pradesh,Varanasi,Irrigation,9.47,461,100,29.5,0,None,39.8,3,14.9,Not Started,64.9,55.2,1
be330abe,Madhya Pradesh,Gwalior,Highway,8.66,18,51,72.9,1,Under Hearing,23.7,4,10.8,Not Started,57.6,18.7,1
b0cd1815,Madhya Pradesh,Bhopal,Railway,21.24,69,67,71.5,1,Resolved,73.3,5,25.2,Partial,91.4,16.4,1
bb0b5448,Maharashtra,Nagpur,Highway,38.97,273,1082,46.5,1,Under Hearing,90.8,3,12.0,Partial,53.9,59.9,1
3cc58b13,Rajasthan,Jaipur,Industrial Corridor,2.71,33,1163,43.6,0,None,35.2,2,25.0,Not Started,58.1,22.6,0
27b20540,West Bengal,Kolkata,Highway,29.59,30,1183,14.8,0,None,68.1,4,42.1,Partial,36.2,44.7,1
d263a21f,Maharashtra,Pune,Power Transmission,27.93,148,1110,71.6,0,None,56.4,1,11.4,Full,68.3,30.9,0
99ef34b5,Rajasthan,Kota,Industrial Corridor,8.62,75,137,35.9,5,Stay Order,63.4,3,26.2,Not Started,60.8,69.6,1
2bfb0757,Maharashtra,Thane,Urban Development,74.82,107,1082,78.9,2,Resolved,27.7,0,7.4,Full,87.9,22.8,0
903f8ec1,West Bengal,Kolkata,Power Transmission,4.91,275,602,73.1,1,Stay Order,35.4,4,28.8,Not Started,39.9,44.4,1
565025d6,West Bengal,Howrah,Railway,14.1,61,951,45.0,0,None,34.0,7,44.2,Partial,32.8,53.6,0
8ab0a2c1,Karnataka,Hubballi,Irrigation,10.77,117,889,70.1,2,Filed,33.3,2,7.7,Full,60.9,50.2,1
84524a11,Maharashtra,Aurangabad,Irrigation,18.55,64,259,48.4,1,Under Hearing,22.0,1,8.6,Full,48.3,30.1,1
e9d11dec,West Bengal,Siliguri,Power Transmission,13.16,14,901,54.4,0,None,39.3,1,8.9,Not Started,19.7,46.6,0
e21b1613,Tamil Nadu,Coimbatore,Highway,12.2,12,1466,42.2,0,None,80.4,3,13.4,Not Started,59.3,53.7,0
